,Pulse Duration,Signal Run 0,Background Run 0
0,1e-06,0.971362925092901,0.9785576661853552
1,0.00010099000000000001,0.9886522303401843,0.9714943236220362
2,0.00020098000000000002,0.9673627705823487,0.9851177777255805
3,0.00030097000000000007,0.9764114670304518,0.9766686481447597
4,0.00040096000000000006,0.9732821495621184,0.9850698353197437
5,0.0005009500000000001,0.9857615107013163,0.9788722236602072
6,0.0006009400000000001,0.988015809980924,0.9853528112141304
7,0.0007009300000000001,0.9808552652561011,0.9781569374700703
8,0.0008009200000000001,0.9693226342511043,0.9780374686480998
9,0.0009009100000000001,0.9691238284447355,0.9823720750341741
10,0.0010009,0.983884168696351,0.9724445146273494
11,0.00110089,0.9688075220052639,0.9674433221262283
12,0.00120088,0.9615781977813472,0.9890631121619191
13,0.00130087,0.9793918631807471,0.9794851906299493
14,0.00140086,0.9772684634317295,0.9783417831993627
15,0.00150085,0.9721160293255078,0.9855722324294249
16,0.00160084,0.9759733817529014,0.9788519554915054
17,0.0017008300000000002,0.9788906250016668,0.9778735267123546
18,0.00180082,0.9824028051766409,0.9718025378546954
19,0.0019008100000000002,0.9906112483033966,0.9777852602608711
20,0.0020008000000000005,0.9761710303885384,0.9804637794199949
21,0.0021007900000000004,0.9775857362292065,0.9800288156339182
22,0.0022007800000000003,0.9819129027959039,0.9868555361803124
23,0.00230077,0.9732783680794684,0.9859892659034163
24,0.0024007600000000005,0.9889129404634598,0.9899259196095296
25,0.0025007500000000004,0.980131165397964,0.9733049152630865
26,0.0026007400000000003,0.9748321912743244,0.9829677027498165
27,0.0027007300000000006,0.9656232929567142,0.9822355468480871
28,0.0028007200000000005,0.9700276721385107,0.9718192764651318
29,0.0029007100000000004,0.9813096229229769,0.978091821000976
30,0.0030007000000000002,0.981374118511796,0.9817865927685713
31,0.0031006900000000006,0.9752792398337126,0.9879524071726881
32,0.0032006800000000005,0.9685048676877859,0.978367861371595
33,0.0033006700000000003,0.9809694551356468,0.9828082238564427
34,0.0034006600000000007,0.9713646074141629,0.9886367090519629
35,0.0035006500000000005,0.963518069271457,0.9756220607168903
36,0.0036006400000000004,0.9792081768955708,1.0003697685423751
37,0.0037006300000000003,0.981845408858956,0.9893219509469662
38,0.0038006200000000006,0.9595099533744009,0.977914784902875
39,0.0039006100000000005,0.9794254377463589,0.988988529169438
40,0.004000600000000001,0.9825428574180197,0.984434071078477
41,0.00410059,0.9860445505612399,0.9701242196884943
42,0.004200580000000001,0.975490727238028,0.9750194356870563
43,0.004300570000000001,0.9744833058532267,0.9847057742172297
44,0.00440056,0.985460694944615,0.9864157637409738
45,0.004500550000000001,0.9818831679358598,0.976772813796029
46,0.00460054,0.9801453476729601,0.9777175132503311
47,0.0047005300000000005,0.9911968545008424,0.9747183748553516
48,0.004800520000000001,0.9793349525373098,0.990970318284703
49,0.00490051,0.994410223238778,0.9918618263059689
50,0.005000500000000001,0.9813510984871711,0.9716825375727806
51,0.005100490000000001,0.9716874082152058,0.9738110005162797
52,0.00520048,0.9876601204809418,0.9787796188981036
53,0.005300470000000001,0.9803736362212124,0.9854249327649135
54,0.005400460000000001,0.9749852996503476,0.9836455721806832
55,0.0055004500000000005,0.9819519486988724,0.9758077472870518
56,0.005600440000000001,0.976100658329641,0.9859829239067698
57,0.005700430000000001,0.9699504652485604,0.9997850705066946
58,0.005800420000000001,0.9885230164216097,0.9695864339197029
59,0.005900410000000001,0.9765329996696958,0.9780163246035419
60,0.0060004,0.9937509078017586,0.9821135515311522
61,0.006100390000000001,0.9694547513088386,0.9755736228735603
62,0.006200380000000001,0.9757579308770268,0.9803706077208053
63,0.0063003700000000004,0.9742436509705592,0.9796342395296668
64,0.006400360000000001,0.990979871165688,0.9849965610957144
65,0.006500350000000001,0.9816042196199951,0.9849555180961277
66,0.0066003400000000005,0.9795701467186269,0.9799706909348319
67,0.006700330000000001,0.9796012890497084,0.9783627694791088
68,0.006800320000000001,0.9890121693831079,0.9842547546905446
69,0.006900310000000001,0.9688200165842743,0.9730041673491787
70,0.007000300000000001,0.9773284330313018,0.9943462877387219
71,0.00710029,0.9783713276213448,0.9785644458225703
72,0.007200280000000001,0.9740880765690323,0.9835077062022194
73,0.007300270000000001,0.9649977144249242,0.9697446337040274
74,0.0074002600000000005,0.9703516956023175,0.9849024530370263
75,0.007500250000000001,0.9748739818007729,0.9820674501772004
76,0.007600240000000001,0.9814011066661064,0.9890221641180406
77,0.007700230000000001,0.9785900587388012,0.9790619107845614
78,0.007800220000000001,0.9800596712424272,0.9732637525054612
79,0.00790021,0.9780384057946864,0.9802113131930497
80,0.0080002,0.9854207786194172,0.9766000265479113
81,0.00810019,0.9775324822976017,0.964068006203193
82,0.00820018,0.9896047078770698,0.9713302198860396
83,0.00830017,0.986998334891521,0.9771077627825926
84,0.00840016,0.9724685076098635,0.9741713146891853
85,0.00850015,0.9689316464352161,0.9915099414707079
86,0.008600140000000001,0.9788602974880565,0.9953210335676078
87,0.00870013,0.9682194873967248,0.9866915590975466
88,0.00880012,0.985059995653899,0.9854187796882041
89,0.008900110000000001,0.9920921096224269,0.9825670979931103
90,0.0090001,0.9807987598019098,0.9838959726080703
91,0.00910009,0.994098886016772,0.9876879175654921
92,0.00920008,0.9839498792752771,0.9853319509234542
93,0.00930007,0.9908241073109532,0.9895408365831738
94,0.00940006,0.9805284333096758,0.9608615395380817
95,0.00950005,0.9692145341421872,0.9803041739408637
96,0.00960004,0.9934501586253149,0.9898559219132187
97,0.00970003,0.9930837527213564,0.9671400442710423
98,0.00980002,0.9744816535965294,0.9815991287517325
99,0.00990001,0.9877382388091382,0.98409668206777
100,0.01,0.9707176300606323,0.9688090218646397
